tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
570289584061480960,positive,1.0,Unknow,0.6706,Virgin America,Unknow,HyperCamiLax,Unknow,0,@VirginAmerica This is such a great deal! Already thinking about my 2nd trip to @Australia &amp; I haven't even gone on my 1st trip yet! ;p,Unknow,2015-02-24 10:30:06 -0800,NYC,America/New_York
570287408438120448,positive,0.6451,Unknow,0.6706,Virgin America,Unknow,mollanderson,Unknow,0,@VirginAmerica @virginmedia I'm flying your #fabulous #Seductive skies again! U take all the #stress away from travel http://t.co/ahlXHhKiyn,Unknow,2015-02-24 10:21:28 -0800,Unknow,Eastern Time (US & Canada)
570285904809598977,positive,1.0,Unknow,0.6706,Virgin America,Unknow,sjespers,Unknow,0,@VirginAmerica Thanks!,Unknow,2015-02-24 10:15:29 -0800,"San Francisco, CA",Pacific Time (US & Canada)
570282469121007616,negative,0.6842,Late Flight,0.3684,Virgin America,Unknow,smartwatermelon,Unknow,0,@VirginAmerica SFO-PDX schedule is still MIA.,Unknow,2015-02-24 10:01:50 -0800,"palo alto, ca",Pacific Time (US & Canada)
570277724385734656,positive,1.0,Unknow,0.6706,Virgin America,Unknow,ItzBrianHunty,Unknow,0,@VirginAmerica So excited for my first cross country flight LAX to MCO I've heard nothing but great things about Virgin America. #29DaysToGo,Unknow,2015-02-24 09:42:59 -0800,west covina,Pacific Time (US & Canada)
570276917301137409,negative,1.0,Bad Flight,1.0,Virgin America,Unknow,heatherovieda,Unknow,0,@VirginAmerica  I flew from NYC to SFO last week and couldn't fully sit in my seat due to two large gentleman on either side of me. HELP!,Unknow,2015-02-24 09:39:46 -0800,this place called NYC,Eastern Time (US & Canada)
570270684619923457,positive,1.0,Unknow,0.6706,Virgin America,Unknow,thebrandiray,Unknow,0,I ❤️ flying @VirginAmerica. ☺️👍,Unknow,2015-02-24 09:15:00 -0800,Somewhere celebrating life. ,Atlantic Time (Canada)
570267956648792064,positive,1.0,Unknow,0.6706,Virgin America,Unknow,JNLpierce,Unknow,0,@VirginAmerica you know what would be amazingly awesome? BOS-FLL PLEASE!!!!!!! I want to fly with only you.,Unknow,2015-02-24 09:04:10 -0800,Boston | Waltham,Quito
570265883513384960,negative,0.6705,Can't Tell,0.3614,Virgin America,Unknow,MISSGJ,Unknow,0,@VirginAmerica why are your first fares in May over three times more than other carriers when all seats are available to select???,Unknow,2015-02-24 08:55:56 -0800,Unknow,Unknow
570264145116819457,positive,1.0,Unknow,0.6706,Virgin America,Unknow,DT_Les,Unknow,0,@VirginAmerica I love this graphic. http://t.co/UT5GrRwAaA,"[40.74804263, -73.99295302]",2015-02-24 08:49:01 -0800,Unknow,Unknow
570259420287868928,positive,1.0,Unknow,0.6706,Virgin America,Unknow,ElvinaBeck,Unknow,0,@VirginAmerica I love the hipster innovation. You are a feel good brand.,Unknow,2015-02-24 08:30:15 -0800,Los Angeles,Pacific Time (US & Canada)
570258822297579520,neutral,1.0,Unknow,0.6706,Virgin America,Unknow,rjlynch21086,Unknow,0,@VirginAmerica will you be making BOS&gt;LAS non stop permanently anytime soon?,Unknow,2015-02-24 08:27:52 -0800,"Boston, MA ",Eastern Time (US & Canada)
570256553502068736,negative,1.0,Customer Service Issue,0.3557,Virgin America,Unknow,ayeevickiee,Unknow,0,@VirginAmerica you guys messed up my seating.. I reserved seating with my friends and you guys gave my seat away ... 😡 I want free internet,Unknow,2015-02-24 08:18:51 -0800,714,Mountain Time (US & Canada)
570249102404923392,negative,1.0,Customer Service Issue,1.0,Virgin America,Unknow,Leora13,Unknow,0,@VirginAmerica status match program.  I applied and it's been three weeks.  Called and emailed with no response.,Unknow,2015-02-24 07:49:15 -0800,Unknow,Unknow
570239632807370753,negative,1.0,Can't Tell,0.6614,Virgin America,Unknow,meredithjlynn,Unknow,0,@VirginAmerica What happened 2 ur vegan food options?! At least say on ur site so i know I won't be able 2 eat anything for next 6 hrs #fail,Unknow,2015-02-24 07:11:37 -0800,Unknow,Unknow
570217831557677057,neutral,0.6854,Unknow,0.6706,Virgin America,Unknow,AdamSinger,Unknow,0,@VirginAmerica do you miss me? Don't worry we'll be together very soon.,Unknow,2015-02-24 05:44:59 -0800,"San Francisco, CA",Central Time (US & Canada)
570207886493782019,negative,1.0,Bad Flight,1.0,Virgin America,Unknow,blackjackpro911,Unknow,0,@VirginAmerica amazing to me that we can't get any cold air from the vents. #VX358 #noair #worstflightever #roasted #SFOtoBOS,"[42.361016, -71.02000488]",2015-02-24 05:05:28 -0800,"San Mateo, CA & Las Vegas, NV",Unknow
570124596180955136,neutral,0.615,Unknow,0.0,Virgin America,Unknow,TenantsUpstairs,Unknow,0,@VirginAmerica LAX to EWR - Middle seat on a red eye. Such a noob maneuver. #sendambien #andchexmix,"[33.94540417, -118.4062472]",2015-02-23 23:34:30 -0800,Brooklyn,Atlantic Time (Canada)
570114021854212096,negative,1.0,Flight Booking Problems,1.0,Virgin America,Unknow,jordanpichler,Unknow,0,"@VirginAmerica hi! I just bked a cool birthday trip with you, but i can't add my elevate no. cause i entered my middle name during Flight Booking Problems 😢",Unknow,2015-02-23 22:52:29 -0800,Unknow,Vienna
570094701371469825,neutral,1.0,Unknow,0.6706,Virgin America,Unknow,JCervantezzz,Unknow,0,@VirginAmerica Are the hours of operation for the Club at SFO that are posted online current?,Unknow,2015-02-23 21:35:43 -0800,"California, San Francisco",Pacific Time (US & Canada)
570088404156698625,negative,1.0,Customer Service Issue,1.0,Virgin America,Unknow,Cuschoolie1,Unknow,0,"@VirginAmerica help, left expensive headphones on flight 89 IAD to LAX today. Seat 2A. No one answering L&amp;F number at LAX!","[33.94209449, -118.40410103]",2015-02-23 21:10:41 -0800,Washington DC,Quito
570084582780899328,negative,1.0,Customer Service Issue,1.0,Virgin America,Unknow,amanduhmccarty,Unknow,0,"@VirginAmerica awaiting my return phone call, just would prefer to use your online self-service option :(",Unknow,2015-02-23 20:55:30 -0800,Unknow,Pacific Time (US & Canada)
570076792993611776,positive,1.0,Unknow,0.6706,Virgin America,Unknow,NorthTxHomeTeam,Unknow,0,@VirginAmerica this is great news!  America could start flights to Hawaii by end of year http://t.co/r8p2Zy3fe4 via @Pacificbiznews,"[33.2145038, -96.9321504]",2015-02-23 20:24:33 -0800,Texas,Central Time (US & Canada)
570051991277342720,neutral,0.6207,Unknow,0.6706,Virgin America,Unknow,miaerolinea,Unknow,0,Nice RT @VirginAmerica: Vibe with the moodlight from takeoff to touchdown. #MoodlitMonday #ScienceBehindTheExperience http://t.co/Y7O0uNxTQP,Unknow,2015-02-23 18:46:00 -0800,Worldwide,Caracas
570051381534396416,positive,1.0,Unknow,0.6706,Virgin America,Unknow,Nicsplace,Unknow,0,@VirginAmerica Moodlighting is the only way to fly! Best experience EVER! Cool and calming. 💜✈ #MoodlitMonday,Unknow,2015-02-23 18:43:35 -0800,Central Texas,Unknow
570045393565691904,positive,1.0,Unknow,0.6706,Virgin America,Unknow,Nicsplace,Unknow,0,"@VirginAmerica @freddieawards Done and done! Best airline around, hands down!",Unknow,2015-02-23 18:19:47 -0800,Central Texas,Unknow
570038941497192448,neutral,0.6791,Unknow,0.0,Virgin America,Unknow,elisha_malulani,Unknow,0,@VirginAmerica when can I book my flight to Hawaii??,Unknow,2015-02-23 17:54:09 -0800,i'm creating a monster ,Pacific Time (US & Canada)
570035876845084672,negative,1.0,Customer Service Issue,1.0,Virgin America,Unknow,DannyDouglass,Unknow,0,@VirginAmerica Your chat support is not working on your site: http://t.co/vhp2GtDWPk,Unknow,2015-02-23 17:41:58 -0800,"San Francisco, CA",Pacific Time (US & Canada)
570033593394667521,positive,0.6639,Unknow,0.6706,Virgin America,Unknow,jamesferrandini,Unknow,0,"@VirginAmerica View of downtown Los Angeles, the Hollywood Sign, and beyond that rain in the mountains! http://t.co/Dw5nf0ibtr",Unknow,2015-02-23 17:32:54 -0800,Unknow,Unknow
570025482344898560,negative,0.6688,Flight Booking Problems,0.6688,Virgin America,Unknow,will_lenzenjr,Unknow,0,"@VirginAmerica Hey, first time flyer next week - excited! But I'm having a hard time getting my flights added to my Elevate account. Help?",Unknow,2015-02-23 17:00:40 -0800,Iowa City,Central Time (US & Canada)
570016304284901379,neutral,1.0,Unknow,0.6706,Virgin America,Unknow,GottAmanda,Unknow,0,@VirginAmerica plz help me win my bid upgrade for my flight 2/27 LAX---&gt;SEA!!!  🍷👍💺✈️,"[34.0219817, -118.38591198]",2015-02-23 16:24:11 -0800,Los Angeles,Unknow
570015408788414464,neutral,0.6578,Unknow,0.0,Virgin America,Unknow,KGervaise,Unknow,0,@VirginAmerica I have an unused ticket but moved to a new city where you don't fly. How can I fly with you before it expires? #travelhelp,Unknow,2015-02-23 16:20:38 -0800,Georgia,Pacific Time (US & Canada)
570013523650048002,neutral,1.0,Unknow,0.6706,Virgin America,Unknow,papamurat,Unknow,0,@VirginAmerica are flights leaving Dallas for Seattle on time Feb 24?,Unknow,2015-02-23 16:13:09 -0800,Unknow,Unknow
570012257549070337,positive,1.0,Unknow,0.6706,Virgin America,Unknow,arieldaie,Unknow,0,@VirginAmerica I'm #elevategold for a good reason: you rock!!,Unknow,2015-02-23 16:08:07 -0800,Los Angeles,Unknow
570011341483843584,neutral,0.6799,Unknow,0.6706,Virgin America,Unknow,vacations7,Unknow,0,@VirginAmerica  DREAM http://t.co/oA2dRfAoQ2 http://t.co/lWWdAc2kHx,Unknow,2015-02-23 16:04:28 -0800,Turks and caicos,Unknow
570010571707256832,positive,1.0,Unknow,0.6706,Virgin America,Unknow,ChelseaPoe666,Unknow,0,@VirginAmerica wow this just blew my mind,Unknow,2015-02-23 16:01:25 -0800,Oakland via Midwest ,Atlantic Time (Canada)
570010539499393025,neutral,1.0,Unknow,0.6706,Virgin America,Unknow,BobGlavinVO,Unknow,0,@VirginAmerica @ladygaga @carrieunderwood After last night #tribute #SoundOfMusic #Oscars2015 @ladygaga! I think @carrieunderwood agree,Unknow,2015-02-23 16:01:17 -0800,"New York, NY",Eastern Time (US & Canada)
570009713447825408,neutral,0.6436,Unknow,0.6706,Virgin America,Unknow,lisaaiko,Unknow,0,@VirginAmerica @ladygaga @carrieunderwood All were entertaining,Unknow,2015-02-23 15:58:00 -0800,Unknow,Unknow
570009035455344640,neutral,0.6764,Unknow,0.0,Virgin America,Unknow,grantbrowne,Unknow,0,"@VirginAmerica Is flight 769 on it's way? Was supposed to take off 30 minutes ago. Website still shows ""On Time"" not ""In Flight"". Thanks.",Unknow,2015-02-23 15:55:18 -0800,Worldwide,Central Time (US & Canada)
570006886012973056,positive,0.657,Unknow,0.6706,Virgin America,Unknow,joyabsalon,Unknow,0,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews all the way though @ladygaga was very impressive! NO to @Carrieunderwood,Unknow,2015-02-23 15:46:46 -0800,Northern Virginia,Eastern Time (US & Canada)
570004391731847169,neutral,1.0,Unknow,0.6706,Virgin America,Unknow,2v,Unknow,0,@VirginAmerica wish you flew out of Atlanta... Soon?,Unknow,2015-02-23 15:36:51 -0800,Los Angeles / Atlanta,Eastern Time (US & Canada)
570001194900426752,neutral,0.7118,Unknow,0.0,Virgin America,Unknow,KSmithFoundHere,Unknow,0,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews. Hands down.,Unknow,2015-02-23 15:24:09 -0800,Unknow,Atlantic Time (Canada)
570000071644872704,neutral,1.0,Unknow,0.6706,Virgin America,Unknow,papamurat,Unknow,0,@VirginAmerica Will flights be leaving Dallas for LA on February 24th?,Unknow,2015-02-23 15:19:41 -0800,Unknow,Unknow
569996412286582784,negative,0.6939,Flight Booking Problems,0.6939,Virgin America,Unknow,murphicus,Unknow,0,@VirginAmerica hi! i'm so excited about your $99 LGA-&gt;DAL deal- but i've been trying 2 book since last week &amp; the page never loads. thx!,Unknow,2015-02-23 15:05:09 -0800,"new york, new york",Eastern Time (US & Canada)
569996245462159361,positive,1.0,Unknow,0.6706,Virgin America,Unknow,VinnieFerra,Unknow,0,@VirginAmerica you know it. Need it on my spotify stat #guiltypleasures,Unknow,2015-02-23 15:04:29 -0800,"brooklyn, Ny",Pacific Time (US & Canada)
569990222609412097,positive,0.635,Unknow,0.6706,Virgin America,Unknow,KevinDemsi,Unknow,0,@VirginAmerica @ladygaga @carrieunderwood  I'm Lady Gaga!!! She is amazing! 😊,Unknow,2015-02-23 14:40:33 -0800,"Bali, Republic of Indonesia",Kuala Lumpur
569990163209850881,neutral,0.7007,Unknow,0.6706,Virgin America,Unknow,giffgaffman,Unknow,0,@VirginAmerica @ladygaga @carrieunderwood - Carrie!,Unknow,2015-02-23 14:40:19 -0800,"UK, USA. ",Unknow
569989504431316993,neutral,1.0,Unknow,0.6706,Virgin America,Unknow,HanlonBrothers,Unknow,0,@VirginAmerica New marketing song? https://t.co/F2LFULCbQ7 let us know what you think?,Unknow,2015-02-23 14:37:42 -0800,"Gold Coast, Australia",Brisbane
569989321698074624,neutral,1.0,Unknow,0.6706,Virgin America,Unknow,emilybg78,Unknow,0,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews first but Lady Gaga wow'd me last night. Carrie? Meh.,Unknow,2015-02-23 14:36:58 -0800,"Stockton, CA",Arizona
569989034501500928,negative,1.0,Customer Service Issue,1.0,Virgin America,Unknow,rachie1126,Unknow,0,@VirginAmerica I called a 3-4 weeks ago about adding 3 flights from 2014 to my Elevate...they still haven't shown up...help!,Unknow,2015-02-23 14:35:50 -0800,"New York, NY",Eastern Time (US & Canada)
569987622484848640,neutral,0.6858,Unknow,0.6706,Virgin America,Unknow,adawson66,Unknow,0,"@VirginAmerica @ladygaga @carrieunderwood all are great , but I have to go with #CarrieUnderwood 😍👌","[33.57963333, -117.73024772]",2015-02-23 14:30:13 -0800,Unknow,Unknow
569986782567071744,neutral,1.0,Unknow,0.6706,Virgin America,Unknow,SocialPLC,Unknow,0,"@VirginAmerica @LadyGaga @CarrieUnderwood Sorry, Mary Martin had it first!",Unknow,2015-02-23 14:26:53 -0800,"Twin Cities, Minn.",Eastern Time (US & Canada)
569986348041547778,positive,1.0,Unknow,0.6706,Virgin America,Unknow,jeffreymace01,Unknow,0,@VirginAmerica @ladygaga @carrieunderwood  love all three but you really can't beat the classics!,Unknow,2015-02-23 14:25:09 -0800,Unknow,Unknow
569982307634794497,neutral,0.6814,Unknow,0.0,Virgin America,Unknow,1stcrown,Unknow,0,@VirginAmerica Flight 0736 DAL to DCA 2/24 2:10pm. Tried to check in could not. Status please.,Unknow,2015-02-23 14:09:06 -0800,USA,Central Time (US & Canada)
569976620158578688,negative,1.0,Customer Service Issue,1.0,Virgin America,Unknow,onerockgypsy,Unknow,0,@VirginAmerica heyyyy guyyyys.. been trying to get through for an hour. can someone call me please? :/,Unknow,2015-02-23 13:46:30 -0800,next city,Pacific Time (US & Canada)
569973821396152323,negative,1.0,Late Flight,0.6789,Virgin America,Unknow,noelduan,Unknow,0,"@VirginAmerica Hi, Virgin! I'm on hold for 40-50 minutes -- are there any earlier flights from LA to NYC tonight; earlier than 11:50pm?",Unknow,2015-02-23 13:35:23 -0800,SF ↔ NY,Eastern Time (US & Canada)
569972508499283968,positive,0.6922,Unknow,0.6706,Virgin America,Unknow,Travelzoo,Unknow,0,@VirginAmerica Congrats on winning the @Travelzoo award for Best Deals from an Airline (US) http://t.co/kj1iljaebV,Unknow,2015-02-23 13:30:10 -0800,"New York, NY",Pacific Time (US & Canada)
569967019958730753,negative,1.0,Lost Luggage,1.0,Virgin America,Unknow,gianagon,Unknow,0,@VirginAmerica everything was fine until you lost my bag,"[40.6413712, -73.78311558]",2015-02-23 13:08:21 -0800,New York + Panama,Eastern Time (US & Canada)
569961866224652288,neutral,1.0,Unknow,0.6706,Virgin America,Unknow,bxchen,Unknow,0,@virginamerica Need to change reservation. Have Virgin credit card. Do I need to modify on phone to waive change fee? Or can I do online?,Unknow,2015-02-23 12:47:52 -0800,"San Francisco, CA",Eastern Time (US & Canada)
569949891163615232,neutral,0.6492,Unknow,0.0,Virgin America,Unknow,seimatrun,Unknow,0,@VirginAmerica I emailed your customer service team. Let me know if you need the tracking number.,Unknow,2015-02-23 12:00:17 -0800,Los Angeles,Unknow
569948966873370625,neutral,1.0,Unknow,0.6706,Virgin America,Unknow,jamied7,Unknow,0,"@VirginAmerica hi I just booked a flight but need to add baggage, how can I do this?",Unknow,2015-02-23 11:56:37 -0800,"London, England",London
569946362126602240,negative,1.0,Flight Attendant Complaints,0.3516,Virgin America,Unknow,seimatrun,Unknow,0,@VirginAmerica your airline is awesome but your lax loft needs to step up its game. $40 for dirty tables and floors? http://t.co/hy0VrfhjHt,Unknow,2015-02-23 11:46:16 -0800,Los Angeles,Unknow
569942903683813376,positive,1.0,Unknow,0.6706,Virgin America,Unknow,mrmichaellay,Unknow,0,"@VirginAmerica not worried, it's been a great ride in a new plane with great crew. All airlines should be like this.","[36.08457854, -115.13780136]",2015-02-23 11:32:31 -0800,Floridian from Cincinnati ,Eastern Time (US & Canada)
569941957490774016,positive,1.0,Unknow,0.6706,Virgin America,Unknow,TaylorLumsden,Unknow,0,@VirginAmerica awesome. I flew yall Sat morning. Any way we can correct my bill ?,Unknow,2015-02-23 11:28:46 -0800,"Dallas, Texas",Mountain Time (US & Canada)
569940834994401280,neutral,1.0,Unknow,0.6706,Virgin America,Unknow,campusmoviefest,Unknow,0,"@VirginAmerica Or watch some of the best student films in the country at 35,000 feet! #CMFat35000feet http://t.co/KEK5pDMGiF",Unknow,2015-02-23 11:24:18 -0800,USA,Eastern Time (US & Canada)
569940323746516993,neutral,1.0,Unknow,0.6706,Virgin America,Unknow,TaylorLumsden,Unknow,0,@VirginAmerica first time flying you all. do you have a different rate/policy for media Bags? Thanks,Unknow,2015-02-23 11:22:16 -0800,"Dallas, Texas",Mountain Time (US & Canada)
569935232033366017,negative,1.0,Customer Service Issue,1.0,Virgin America,Unknow,meme_meng,Unknow,0,@VirginAmerica what is going on with customer service? Is there anyway to speak to a human asap? Thank you.,Unknow,2015-02-23 11:02:02 -0800,Unknow,Unknow
569934395865493504,neutral,1.0,Unknow,0.6706,Virgin America,Unknow,kyle_romanoff,Unknow,0,@VirginAmerica what happened to Doom?!,Unknow,2015-02-23 10:58:43 -0800,Unknow,Unknow
569933816963342337,negative,1.0,Customer Service Issue,1.0,Virgin America,Unknow,GunsNDip,Unknow,0,@VirginAmerica why can't you supp the biz traveler like @SouthwestAir  and have customer service like @JetBlue #neverflyvirginforbusiness,Unknow,2015-02-23 10:56:25 -0800,Unknow,Pacific Time (US & Canada)
569933777931145216,positive,1.0,Unknow,0.6706,Virgin America,Unknow,artisticwritr87,Unknow,0,@VirginAmerica I've applied more then once to be a member of the #inflight crew team...Im 100% interested. #flightattendant #dreampath -G,Unknow,2015-02-23 10:56:16 -0800,"Seattle, WA",Pacific Time (US & Canada)
569933405506310144,negative,0.6792,Late Flight,0.3477,Virgin America,Unknow,arieldaie,Unknow,0,@VirginAmerica you're the best!! Whenever I (begrudgingly) use any other airline I'm delayed and Late Flight :(,Unknow,2015-02-23 10:54:47 -0800,Los Angeles,Unknow
569933360564342784,negative,1.0,Can't Tell,1.0,Virgin America,Unknow,GunsNDip,Unknow,0,@VirginAmerica I have no interesting flying with you after this. I will Cancelled Flight my next four flights I planned.#neverflyvirginforbusiness,Unknow,2015-02-23 10:54:36 -0800,Unknow,Pacific Time (US & Canada)
569929243146088448,negative,1.0,Can't Tell,1.0,Virgin America,Unknow,GunsNDip,Unknow,0,@VirginAmerica it was a disappointing experience which will be shared with every business traveler I meet. #neverflyvirgin,Unknow,2015-02-23 10:38:14 -0800,Unknow,Pacific Time (US & Canada)
569926998824394752,negative,1.0,Flight Booking Problems,1.0,Virgin America,Unknow,jsatk,Unknow,0,@VirginAmerica I’m having trouble adding this flight my wife booked to my Elevate account. Help? http://t.co/pX8hQOKS3R,"[0.0, 0.0]",2015-02-23 10:29:19 -0800,"Lower Pacific Heights, SF, CA",Pacific Time (US & Canada)
569923394990419968,neutral,0.6705,Unknow,0.0,Virgin America,Unknow,serenaklal,Unknow,0,@VirginAmerica Can't bring up my reservation online using Flight Booking Problems code,Unknow,2015-02-23 10:15:00 -0800,Chicago,Eastern Time (US & Canada)
569922008588222465,neutral,1.0,Unknow,0.6706,Virgin America,Unknow,openambit1,Unknow,0,@VirginAmerica Random Q: what's the distribution of elevate avatars? I bet that kitty has a disproportionate share http://t.co/APtZpuROp4,Unknow,2015-02-23 10:09:30 -0800,Unknow,Unknow
569920824905306113,neutral,0.6545,Unknow,0.0,Virgin America,Unknow,cabowine,Unknow,0,@VirginAmerica I &lt;3 Flying VA But Life happens and I am trying to #change my trip JPERHI  Can you help.VA home page will not let me ?,Unknow,2015-02-23 10:04:47 -0800,"Los Cabos,Mexico",Arizona
569919041244147712,negative,1.0,Can't Tell,0.6513,Virgin America,Unknow,MaryAnnTaylorT,Unknow,0,@VirginAmerica Why is the site down?  When will it be back up?,Unknow,2015-02-23 09:57:42 -0800,"New York, NY",Arizona
569915941192015872,neutral,1.0,Unknow,0.6706,Virgin America,Unknow,RamotControl,Unknow,0,"@VirginAmerica ""You down with RNP?"" ""Yeah you know me!""",Unknow,2015-02-23 09:45:23 -0800,Unknow,Pacific Time (US & Canada)
569913339427434496,neutral,0.6639,Unknow,0.0,Virgin America,Unknow,losermelon,Unknow,0,"@VirginAmerica hi, i did not get points on my elevate account for my most recent flight, how do i add the flight and points to my account?",Unknow,2015-02-23 09:35:03 -0800,Unknow,Unknow
569911816937033728,negative,1.0,Cancelled Flight,1.0,Virgin America,Unknow,AlisonK33774854,Unknow,0,@VirginAmerica I like the TV and interesting video . Just disappointed in Cancelled Flightled flight when other flights went out to jfk on Saturday .,Unknow,2015-02-23 09:29:00 -0800,Unknow,Unknow
569911674158731264,negative,1.0,Late Flight,1.0,Virgin America,Unknow,GunsNDip,Unknow,0,"@VirginAmerica just landed in LAX, an hour after I should of been here. Your no Late Flight bag check is not business travel friendly #nomorevirgin",Unknow,2015-02-23 09:28:26 -0800,Unknow,Pacific Time (US & Canada)
569911218942517248,neutral,0.6765,Unknow,0.0,Virgin America,Unknow,yazdanagh,Unknow,0,@VirginAmerica why is flight 345 redirected?,Unknow,2015-02-23 09:26:37 -0800,Unknow,Unknow
569910981868060673,negative,1.0,Customer Service Issue,0.6863,Virgin America,Unknow,MerchEngines,Unknow,0,"@VirginAmerica Is it me, or is your website down?  BTW, your new website isn't a great user experience.  Time for another redesign.",Unknow,2015-02-23 09:25:41 -0800,"Los Angeles, CA",Arizona
569909224521641984,negative,1.0,Customer Service Issue,0.6771,Virgin America,Unknow,ColorCartel,Unknow,0,@VirginAmerica I can't check in or add a bag. Your website isn't working. I've tried both desktop and mobile http://t.co/AvyqdMpi1Y,Unknow,2015-02-23 09:18:42 -0800,"Austin, TX",Mountain Time (US & Canada)
569907336485019648,negative,1.0,Can't Tell,0.659,Virgin America,Unknow,MustBeSpoken,Unknow,0,@VirginAmerica - Let 2 scanned in passengers leave the plane than told someone to remove their bag from 1st class bin? #uncomfortable,Unknow,2015-02-23 09:11:12 -0800,Unknow,Unknow
569896805611089920,negative,1.0,Flight Booking Problems,0.6714,Virgin America,Unknow,mattbunk,Unknow,0,@virginamerica What is your phone number. I can't find who to call about a flight reservation.,Unknow,2015-02-23 08:29:21 -0800,"Sterling Heights, MI",Eastern Time (US & Canada)
569894449620369408,negative,1.0,Customer Service Issue,1.0,Virgin America,Unknow,louisjenny,Unknow,0,@VirginAmerica is anyone doing anything there today?  Website is useless and no one is answering the phone.,Unknow,2015-02-23 08:19:59 -0800,Washington DC,Quito
569894407001939968,neutral,1.0,Unknow,0.6706,Virgin America,Unknow,STravelsW,Unknow,0,@VirginAmerica trying to add my boy Prince to my ressie. SF this Thursday @VirginAmerica from LAX http://t.co/GsB2J3c4gM,Unknow,2015-02-23 08:19:49 -0800,"Manhattan Beach, CA",Unknow
569892199690678272,negative,1.0,Late Flight,0.6882,Virgin America,Unknow,GunsNDip,Unknow,0,@VirginAmerica why must a traveler miss a flight to Late Flight check a bag?  I missed my morning appointments and you lost my business. #sfo2lax,Unknow,2015-02-23 08:11:03 -0800,Unknow,Pacific Time (US & Canada)
569891469210755074,neutral,1.0,Unknow,0.6706,Virgin America,Unknow,joeyrenagade,Unknow,0,@VirginAmerica check out new music http://t.co/maRcnOCWzn,Unknow,2015-02-23 08:08:08 -0800,Greater Los Angeles,Unknow
